time,action,inst_id,side,price,size,ord_id,sl_price,tp_price,pnl_pct,vol_ratio,rsi,atr,status
2026-03-27 20:37:29,📈 加权做多 @1986.69 (分=59 情绪67/ADX44/ML66),ETH-USDT-SWAP,buy,1986.69,1,3426332072328257536,1946.9562,2105.8914,0.00,0.00,0.0,0.000000,success
2026-03-27 21:24:56,"📰 情绪反转平多 (score=24<25, 2维确认, PnL=+0.38%)",ETH-USDT-SWAP,close_long,1994.3,1,3426427661489496064,0,0,0.38,0.00,0.0,0.000000,success
2026-03-27 21:40:58,📉 加权做空 @1985.28 (分=52 情绪23/ADX44/ML42),ETH-USDT-SWAP,sell,1985.28,1,3426459879180034048,2024.9856,1826.4576,0.00,0.00,0.0,0.000000,success
2026-03-28 19:01:25,"📰 情绪反转平空 (score=70>65, 2维确认, PnL=-0.52%)",ETH-USDT-SWAP,close_short,1995.6,1,3429037851627970560,0,0,-0.52,0.00,0.0,0.000000,success
2026-03-28 22:06:37,📉 加权做空 @2024.09 (分=51 情绪38/ADX26/ML29),ETH-USDT-SWAP,sell,2024.09,1,3429410656701865984,2064.5718,1902.6446,0.00,0.00,0.0,0.000000,success
2026-03-28 23:25:28,"📰 情绪反转平空 (score=69>65, 2维确认, PnL=-0.48%)",ETH-USDT-SWAP,close_short,2033.79,1,3429569432214003715,0,0,-0.48,0.00,0.0,0.000000,success
2026-03-29 00:10:14,📉 加权做空 @2026.75 (分=66 情绪37/ADX27/ML12),ETH-USDT-SWAP,sell,2026.75,1,3429659532876800000,2067.285,1905.145,0.00,0.00,0.0,0.000000,success
2026-03-29 21:09:24,"💰 盈利落袋 (PnL=+2.11%, 情绪中性 score=53)",ETH-USDT-SWAP,close_short,1984.02,1,3432194613029855234,0,0,2.11,0.00,0.0,0.000000,success
2026-04-01 09:00:05,📉 加权做空 @2114.37 (分=51 情绪70/ADX32/ML18),ETH-USDT-SWAP,sell,2114.37,1,3439423479599292416,2156.6574,2029.7952,0.00,0.00,0.0,0.000000,success
2026-04-01 11:00:03,"📰 情绪反转平空 (score=77>75, 2维确认, PnL=+1.24%)",ETH-USDT-SWAP,close_short,2088.13,1,3439665019869421568,0,0,1.25,0.00,0.0,0.000000,success
2026-04-01 23:29:04,📉 加权做空 @2129.97 (分=64 情绪30/ADX35/ML21),ETH-USDT-SWAP,sell,2129.97,1,3441172908127772672,2172.5694,1959.5724,0.00,0.00,0.0,0.000000,success
2026-04-02 06:00:40,"📰 情绪反转平空 (score=68>65, 2维确认, PnL=-1.18%)",ETH-USDT-SWAP,close_short,2155.03,1,,0,0,0.00,0.00,0.0,0.000000,failed
2026-04-02 12:00:05,"💰 盈利落袋 (PnL=+3.54%, 情绪中性 score=59)",ETH-USDT-SWAP,close_short,2054.59,1,3442684985958948864,0,0,3.54,0.00,0.0,0.000000,success
2026-04-02 14:00:12,📈 加权做多 @2049.05 (分=51 情绪71/ADX34/ML65),ETH-USDT-SWAP,buy,2049.05,1,3442926819964575744,2008.069,2212.974,0.00,0.00,0.0,0.000000,success
2026-04-02 17:00:01,"📰 情绪反转平多 (score=30<35, 2维确认, PnL=-0.19%)",ETH-USDT-SWAP,close_long,2045.11,1,3443288885573410816,0,0,-0.19,0.00,0.0,0.000000,success
2026-04-04 20:36:08,📉 加权做空 @2050.20 (分=55 情绪25/ADX26/ML26),ETH-USDT-SWAP,sell,2050.2,1,3449522001891778560,2091.204,1886.184,0.00,0.00,0.0,0.000000,success
2026-04-05 02:30:34,"📰 情绪反转平空 (score=68>65, 2维确认, PnL=-0.29%)",ETH-USDT-SWAP,close_short,2055.67,1,3450235663724011520,0,0,-0.29,0.00,0.0,0.000000,success
2026-04-05 09:52:56,📉 加权做空 @2056.91 (分=51 情绪22/ADX27/ML34),ETH-USDT-SWAP,sell,2056.91,1,3451126217072664576,2098.0482,1892.3572,0.00,0.00,0.0,0.000000,success
2026-04-05 10:30:30,"📰 情绪反转平空 (score=70>65, 2维确认, PnL=-0.01%)",ETH-USDT-SWAP,close_short,2057.2,1,3451201881276637185,0,0,-0.01,0.00,0.0,0.000000,success
2026-04-05 13:01:28,📉 加权做空 @2054.58 (分=56 情绪37/ADX32/ML17),ETH-USDT-SWAP,sell,2054.58,1,3451505795578421248,2095.6716,1931.3052,0.00,0.00,0.0,0.000000,success
2026-04-06 06:45:07,"📰 情绪反转平空 (score=71>65, 2维确认, PnL=-0.74%)",ETH-USDT-SWAP,close_short,2069.69,1,3453647244763815936,0,0,-0.73,0.00,0.0,0.000000,success
2026-04-06 07:01:19,📉 加权做空 @2087.19 (分=67 情绪40/ADX26/ML9),ETH-USDT-SWAP,sell,2087.19,1,3453679775282323456,2128.9338,1961.9586,0.00,0.00,0.0,0.000000,success
2026-04-06 09:41:51,📉 加权做空 @2115.06 (分=58 情绪37/ADX32/ML26),ETH-USDT-SWAP,sell,2115.06,1,3454003035727421440,2157.3612,1988.1564,0.00,0.00,0.0,0.000000,success
2026-04-06 10:08:47,"📰 情绪反转平空 (score=75>65, 2维确认, PnL=-0.07%)",ETH-USDT-SWAP,close_short,2116.58,1,3454057278312243200,0,0,-0.07,0.00,0.0,0.000000,success
2026-04-06 11:03:57,📉 加权做空 @2132.67 (分=59 情绪50/ADX38/ML12),ETH-USDT-SWAP,sell,2132.67,1,3454168284057264128,2175.3234,2047.3632,0.00,0.00,0.0,0.000000,success
2026-04-06 11:26:36,"📰 情绪反转平空 (score=68>65, 2维确认, PnL=-0.11%)",ETH-USDT-SWAP,close_short,2135.06,1,3454213952310304768,0,0,-0.11,0.00,0.0,0.000000,success
2026-04-06 11:48:52,📉 加权做空 @2130.15 (分=56 情绪45/ADX38/ML19),ETH-USDT-SWAP,sell,2130.15,1,3454258748517212160,2172.753,2044.944,0.00,0.00,0.0,0.000000,success
2026-04-06 12:44:35,"📰 情绪反转平空 (score=67>65, 2维确认, PnL=-0.05%)",ETH-USDT-SWAP,close_short,2131.31,1,3454370956618194946,0,0,-0.05,0.00,0.0,0.000000,success
